Model,Scenario,Region,Variable,Unit,2000,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095
OECD Env-Growth,SSP2_v9_130325,BFA,GDP|PPP per capita,Annual Average Growth [%],3.5,2.307,3.3,3.922,4.136,4.129,4.085,4.319,4.518,4.607,4.623,4.562,4.465,4.306,4.125,3.912,3.703,3.492,3.289,3.1
OECD Env-Growth,SSP3_v9_130325,BFA,GDP|PPP per capita,Annual Average Growth [%],3.5,2.307,3.299,3.638,2.996,2.34,1.869,1.903,1.988,2.049,2.113,2.154,2.169,2.154,2.104,2.014,1.918,1.826,1.732,1.667
OECD Env-Growth,SSP4_v9_130325,BFA,GDP|PPP per capita,Annual Average Growth [%],3.5,2.307,3.3,3.612,2.848,2.054,1.348,1.308,1.349,1.385,1.44,1.482,1.503,1.502,1.472,1.409,1.35,1.301,1.259,1.248
OECD Env-Growth,SSP5_v9_130325,BFA,GDP|PPP per capita,Annual Average Growth [%],3.5,2.307,3.299,4.229,5.948,7.297,7.803,7.53,7.114,6.677,6.196,5.701,5.199,4.733,4.3,3.963,3.661,3.388,3.15,2.922
IIASA GDP,SSP1_v9_130219,BGD,GDP|PPP per capita,Annual Average Growth [%],,,3.223,3.499,3.325,3.509,3.664,3.907,3.917,3.906,3.822,4.089,4.025,3.669,3.09,2.553,2.132,1.841,1.642,1.481
IIASA GDP,SSP2_v9_130219,BGD,GDP|PPP per capita,Annual Average Growth [%],,,2.837,2.568,2.042,2.071,2.241,2.53,2.678,2.772,2.874,2.943,2.935,2.882,2.845,3.107,3.153,2.958,2.583,2.231
IIASA GDP,SSP3_v9_130219,BGD,GDP|PPP per capita,Annual Average Growth [%],,,2.676,1.94,0.886,0.495,0.409,0.479,0.456,0.417,0.444,0.507,0.55,0.573,0.629,0.636,0.617,0.598,0.599,0.624
IIASA GDP,SSP4_v9_130219,BGD,GDP|PPP per capita,Annual Average Growth [%],,,2.684,2.1,1.246,1.052,1.076,1.322,1.457,1.536,1.585,1.616,1.598,1.583,1.609,1.623,1.608,1.58,1.572,1.56
IIASA GDP,SSP5_v9_130219,BGD,GDP|PPP per capita,Annual Average Growth [%],,,3.262,3.725,3.831,4.265,4.585,4.91,4.926,4.868,4.711,4.91,4.757,4.306,3.635,3.023,2.542,2.265,2.324,2.523
OECD Env-Growth,SSP1_v9_130325,BGD,GDP|PPP per capita,Annual Average Growth [%],3.729,5.027,5.188,6.147,6.4,6.558,6.496,6.095,5.528,4.943,4.431,3.981,3.537,3.157,2.864,2.599,2.368,2.187,2.05,1.912
OECD Env-Growth,SSP2_v9_130325,BGD,GDP|PPP per capita,Annual Average Growth [%],3.729,5.027,5.188,5.932,5.286,4.613,4.108,4.013,3.871,3.73,3.642,3.575,3.46,3.342,3.237,3.076,2.921,2.779,2.655,2.526
OECD Env-Growth,SSP3_v9_130325,BGD,GDP|PPP per capita,Annual Average Growth [%],3.729,5.027,5.188,5.785,4.495,3.292,2.374,2.153,1.922,1.745,1.687,1.705,1.692,1.684,1.685,1.605,1.523,1.464,1.43,1.409
OECD Env-Growth,SSP4_v9_130325,BGD,GDP|PPP per capita,Annual Average Growth [%],3.729,5.027,5.188,5.785,4.583,3.356,2.13,1.746,1.416,1.181,1.069,1.015,0.915,0.855,0.848,0.825,0.81,0.826,0.864,0.884
OECD Env-Growth,SSP5_v9_130325,BGD,GDP|PPP per capita,Annual Average Growth [%],3.729,5.027,5.188,6.288,7.194,7.848,7.865,7.118,6.306,5.564,4.965,4.471,4.005,3.615,3.326,3.076,2.863,2.699,2.582,2.462
IIASA GDP,SSP1_v9_130219,BGR,GDP|PPP per capita,Annual Average Growth [%],,,5.62,3.515,2.799,2.149,1.695,1.424,1.286,1.188,1.115,1.048,1.072,1.161,1.267,1.346,1.381,1.423,1.43,1.421
IIASA GDP,SSP2_v9_130219,BGR,GDP|PPP per capita,Annual Average Growth [%],,,5.688,3.417,2.507,1.762,1.362,1.183,1.117,1.066,1.031,0.996,0.971,0.9,0.893,0.94,1.008,1.062,1.1,1.125
IIASA GDP,SSP3_v9_130219,BGR,GDP|PPP per capita,Annual Average Growth [%],,,5.659,3.199,2.112,1.243,0.812,0.622,0.551,0.509,0.524,0.548,0.584,0.587,0.584,0.591,0.607,0.624,0.638,0.642
IIASA GDP,SSP4_v9_130219,BGR,GDP|PPP per capita,Annual Average Growth [%],,,5.62,3.139,2.039,1.188,0.763,0.605,0.566,0.531,0.549,0.613,0.723,0.783,0.784,0.748,0.704,0.674,0.655,0.641
IIASA GDP,SSP5_v9_130219,BGR,GDP|PPP per capita,Annual Average Growth [%],,,5.651,3.671,3.119,2.632,2.268,2.009,1.835,1.681,1.735,1.911,2.119,2.229,2.255,2.233,2.177,2.143,2.086,2.019
OECD Env-Growth,SSP1_v9_130325,BGR,GDP|PPP per capita,Annual Average Growth [%],6.196,3.362,2.71,5.009,4.789,4.546,3.957,3.172,2.472,1.971,1.716,1.648,1.545,1.307,1.068,0.995,0.96,0.991,1.029,0.989
OECD Env-Growth,SSP2_v9_130325,BGR,GDP|PPP per capita,Annual Average Growth [%],6.196,3.362,2.71,4.836,4.127,3.566,2.987,2.503,2.098,1.84,1.74,1.761,1.726,1.563,1.387,1.292,1.222,1.17,1.125,1.078
OECD Env-Growth,SSP3_v9_130325,BGR,GDP|PPP per capita,Annual Average Growth [%],6.196,3.362,2.709,4.669,3.524,2.666,1.903,1.438,1.062,0.877,0.885,1.037,1.109,1.002,0.839,0.724,0.646,0.632,0.628,0.624
OECD Env-Growth,SSP4_v9_130325,BGR,GDP|PPP per capita,Annual Average Growth [%],6.196,3.362,2.708,4.832,4.082,3.613,2.998,2.475,2.06,1.839,1.784,1.841,1.811,1.626,1.423,1.321,1.26,1.233,1.219,1.18
OECD Env-Growth,SSP5_v9_130325,BGR,GDP|PPP per capita,Annual Average Growth [%],6.196,3.362,2.708,5.165,5.432,5.334,4.663,3.708,2.97,2.479,2.237,2.174,2.075,1.858,1.652,1.598,1.583,1.633,1.679,1.663
IIASA GDP,SSP1_v9_130219,BHR,GDP|PPP per capita,Annual Average Growth [%],,,5.769,4.019,2.191,1.923,1.749,1.686,1.623,1.531,1.418,1.291,1.183,1.087,1,0.93,0.862,0.803,0.781,0.841
IIASA GDP,SSP2_v9_130219,BHR,GDP|PPP per capita,Annual Average Growth [%],,,5.767,3.947,2.017,1.689,1.56,1.512,1.46,1.373,1.264,1.146,1.043,0.931,0.836,0.77,0.725,0.696,0.673,0.669
IIASA GDP,SSP3_v9_130219,BHR,GDP|PPP per capita,Annual Average Growth [%],,,5.973,4.179,1.859,1.132,0.792,0.838,0.887,0.873,0.785,0.656,0.566,0.494,0.453,0.446,0.461,0.482,0.501,0.507
IIASA GDP,SSP4_v9_130219,BHR,GDP|PPP per capita,Annual Average Growth [%],,,5.675,3.589,1.437,0.982,0.793,0.743,0.678,0.558,0.424,0.326,0.323,0.346,0.361,0.364,0.36,0.367,0.393,0.426
IIASA GDP,SSP5_v9_130219,BHR,GDP|PPP per capita,Annual Average Growth [%],,,5.535,4.32,2.639,2.509,2.37,2.287,2.208,2.093,1.965,1.839,1.744,1.657,1.568,1.49,1.413,1.342,1.29,1.303
OECD Env-Growth,SSP1_v9_130325,BHR,GDP|PPP per capita,Annual Average Growth [%],3.408,-5.326,0.265,2.13,2.754,2.789,2.547,2.184,1.686,1.366,1.37,1.458,1.377,1.245,1.073,0.972,0.896,0.886,0.872,0.859
OECD Env-Growth,SSP2_v9_130325,BHR,GDP|PPP per capita,Annual Average Growth [%],3.408,-5.326,0.271,2.006,2.56,2.363,2.161,1.821,1.487,1.329,1.416,1.555,1.517,1.406,1.26,1.132,1.057,1.026,0.976,0.916
OECD Env-Growth,SSP3_v9_130325,BHR,GDP|PPP per capita,Annual Average Growth [%],3.408,-5.326,0.272,1.872,2.02,1.495,1.012,0.668,0.338,0.266,0.597,0.94,1.004,0.93,0.775,0.633,0.567,0.565,0.556,0.519
OECD Env-Growth,SSP4_v9_130325,BHR,GDP|PPP per capita,Annual Average Growth [%],3.408,-5.326,0.26,1.977,2.401,2.264,1.974,1.696,1.433,1.346,1.536,1.721,1.691,1.585,1.426,1.295,1.203,1.148,1.125,1.068
OECD Env-Growth,SSP5_v9_130325,BHR,GDP|PPP per capita,Annual Average Growth [%],3.408,-5.326,0.26,2.041,2.876,3.087,3.017,2.702,2.325,2.049,2.049,2.115,2.04,1.9,1.745,1.666,1.633,1.632,1.629,1.61
IIASA GDP,SSP1_v9_130219,BHS,GDP|PPP per capita,Annual Average Growth [%],,,3.29,1.434,1.94,2.095,1.958,1.807,1.688,1.553,1.447,1.366,1.325,1.285,1.244,1.213,1.183,1.18,1.146,1.103
IIASA GDP,SSP2_v9_130219,BHS,GDP|PPP per capita,Annual Average Growth [%],,,3.254,1.341,1.766,1.902,1.825,1.723,1.639,1.505,1.392,1.308,1.287,1.254,1.22,1.18,1.14,1.107,1.087,1.083
IIASA GDP,SSP3_v9_130219,BHS,GDP|PPP per capita,Annual Average Growth [%],,,2.349,-0.377,0.179,0.815,1.207,1.329,1.341,1.255,1.166,1.106,1.087,1.071,1.06,1.054,1.042,1.035,1.049,1.073
IIASA GDP,SSP4_v9_130219,BHS,GDP|PPP per capita,Annual Average Growth [%],,,3.198,0.795,1.196,1.383,1.373,1.252,1.134,0.976,0.863,0.803,0.833,0.871,0.898,0.914,0.903,0.89,0.877,0.879
IIASA GDP,SSP5_v9_130219,BHS,GDP|PPP per capita,Annual Average Growth [%],,,3.292,1.522,2.155,2.446,2.383,2.263,2.155,2.025,1.92,1.839,1.8,1.752,1.697,1.652,1.608,1.592,1.546,1.492
OECD Env-Growth,SSP1_v9_130325,BHS,GDP|PPP per capita,Annual Average Growth [%],0.28,-2.076,1.172,1.604,1.554,1.582,1.654,1.608,1.551,1.279,1.21,1.04,1.079,1.087,0.896,0.925,0.903,0.947,1.044,0.982
OECD Env-Growth,SSP2_v9_130325,BHS,GDP|PPP per capita,Annual Average Growth [%],0.28,-2.076,1.16,1.583,1.225,0.972,0.96,0.976,1.033,0.971,0.933,0.998,1.059,1.209,1.166,1.156,1.1,1.09,1.059,1.054
OECD Env-Growth,SSP3_v9_130325,BHS,GDP|PPP per capita,Annual Average Growth [%],0.28,-2.076,1.197,1.481,0.88,0.471,0.299,0.328,0.301,0.189,0.191,0.179,0.288,0.421,0.404,0.422,0.31,0.291,0.252,0.342
OECD Env-Growth,SSP4_v9_130325,BHS,GDP|PPP per capita,Annual Average Growth [%],0.28,-2.076,1.191,1.54,1.33,1.36,1.412,1.307,1.331,1.166,1.137,1.101,1.191,1.204,1.16,1.16,1.149,1.135,1.101,1.117
OECD Env-Growth,SSP5_v9_130325,BHS,GDP|PPP per capita,Annual Average Growth [%],0.28,-2.076,1.182,1.602,1.795,2.196,2.358,2.244,2.196,1.896,1.793,1.691,1.645,1.654,1.528,1.521,1.481,1.552,1.626,1.602
IIASA GDP,SSP1_v9_130219,BIH,GDP|PPP per capita,Annual Average Growth [%],,,3.219,7.147,4.771,3.474,2.645,2.128,1.816,1.61,1.513,1.484,1.501,1.512,1.507,1.485,1.475,1.444,1.38,1.416
IIASA GDP,SSP2_v9_130219,BIH,GDP|PPP per capita,Annual Average Growth [%],,,3.215,7.05,4.567,3.221,2.434,1.978,1.723,1.561,1.431,1.365,1.363,1.369,1.366,1.348,1.313,1.27,1.245,1.249
IIASA GDP,SSP3_v9_130219,BIH,GDP|PPP per capita,Annual Average Growth [%],,,3.205,6.961,4.399,2.981,2.168,1.68,1.411,1.25,1.121,1.025,1.003,1.012,1.031,1.045,1.056,1.07,1.096,1.125
IIASA GDP,SSP4_v9_130219,BIH,GDP|PPP per capita,Annual Average Growth [%],,,3.195,6.88,4.228,2.75,1.896,1.428,1.189,1.045,0.922,0.838,0.84,0.887,0.955,1.006,1.026,1.023,1.027,1.054
IIASA GDP,SSP5_v9_130219,BIH,GDP|PPP per capita,Annual Average Growth [%],,,3.246,7.292,5.063,3.9,3.153,2.67,2.363,2.259,2.235,2.241,2.244,2.225,2.184,2.125,2.081,2.018,1.924,1.929
OECD Env-Growth,SSP1_v9_130325,BIH,GDP|PPP per capita,Annual Average Growth [%],4.47,3.315,1.976,4.335,4.732,4.53,4.122,3.496,2.802,2.186,1.803,1.693,1.375,1.228,1.088,0.944,0.918,0.949,0.985,1.005
OECD Env-Growth,SSP2_v9_130325,BIH,GDP|PPP per capita,Annual Average Growth [%],4.47,3.315,1.976,4.192,4.168,3.674,3.244,2.901,2.48,2.062,1.828,1.785,1.559,1.492,1.414,1.263,1.165,1.096,1.04,1.021
OECD Env-Growth,SSP3_v9_130325,BIH,GDP|PPP per capita,Annual Average Growth [%],4.47,3.315,1.976,4.087,3.75,3.044,2.494,2.152,1.749,1.34,1.142,1.174,1.026,1.008,0.933,0.757,0.614,0.544,0.515,0.53
OECD Env-Growth,SSP4_v9_130325,BIH,GDP|PPP per capita,Annual Average Growth [%],4.47,3.315,1.973,4.189,4.185,3.816,3.369,2.985,2.515,2.086,1.846,1.843,1.594,1.5,1.393,1.26,1.179,1.13,1.115,1.091
OECD Env-Growth,SSP5_v9_130325,BIH,GDP|PPP per capita,Annual Average Growth [%],4.47,3.315,1.974,4.453,5.288,5.288,4.835,4.039,3.291,2.658,2.304,2.203,1.915,1.771,1.647,1.518,1.508,1.566,1.613,1.652
IIASA GDP,SSP1_v9_130219,BLR,GDP|PPP per capita,Annual Average Growth [%],,,6.599,4.187,2.216,1.383,1.045,0.991,1.016,1.057,1.152,1.287,1.413,1.493,1.53,1.535,1.516,1.483,1.476,1.489
IIASA GDP,SSP2_v9_130219,BLR,GDP|PPP per capita,Annual Average Growth [%],,,6.673,4.147,2.056,1.166,0.878,0.893,0.971,0.996,1.037,1.117,1.213,1.27,1.29,1.283,1.27,1.257,1.256,1.273
IIASA GDP,SSP3_v9_130219,BLR,GDP|PPP per capita,Annual Average Growth [%],,,6.706,4.095,1.904,0.954,0.68,0.705,0.795,0.848,0.866,0.909,0.978,1.029,1.06,1.076,1.087,1.1,1.122,1.141
IIASA GDP,SSP4_v9_130219,BLR,GDP|PPP per capita,Annual Average Growth [%],,,6.655,3.987,1.724,0.709,0.378,0.422,0.547,0.604,0.616,0.653,0.73,0.807,0.885,0.943,0.982,1.009,1.04,1.083
IIASA GDP,SSP5_v9_130219,BLR,GDP|PPP per capita,Annual Average Growth [%],,,6.632,4.332,2.496,1.784,1.514,1.476,1.59,1.742,1.903,2.046,2.153,2.203,2.205,2.174,2.123,2.06,2.024,2.004
OECD Env-Growth,SSP1_v9_130325,BLR,GDP|PPP per capita,Annual Average Growth [%],8.016,7.795,4.506,4.417,4.074,3.926,3.645,3.019,2.379,1.864,1.669,1.705,1.658,1.438,1.175,1.054,1.044,1.081,1.128,1.085
OECD Env-Growth,SSP2_v9_130325,BLR,GDP|PPP per capita,Annual Average Growth [%],8.016,7.795,4.506,4.284,3.546,3.049,2.681,2.284,1.887,1.584,1.546,1.698,1.745,1.622,1.426,1.298,1.261,1.26,1.248,1.196
OECD Env-Growth,SSP3_v9_130325,BLR,GDP|PPP per capita,Annual Average Growth [%],8.016,7.795,4.504,4.165,3.06,2.284,1.755,1.371,0.978,0.695,0.73,0.975,1.114,1.039,0.856,0.706,0.657,0.677,0.703,0.689
OECD Env-Growth,SSP4_v9_130325,BLR,GDP|PPP per capita,Annual Average Growth [%],8.016,7.795,4.506,4.268,3.524,3.136,2.744,2.367,1.985,1.707,1.703,1.871,1.891,1.725,1.498,1.381,1.36,1.369,1.365,1.307
OECD Env-Growth,SSP5_v9_130325,BLR,GDP|PPP per capita,Annual Average Growth [%],8.016,7.795,4.505,4.5,4.591,4.659,4.376,3.604,2.934,2.416,2.233,2.27,2.227,2.013,1.772,1.671,1.679,1.722,1.775,1.74
IIASA GDP,SSP1_v9_130219,BLZ,GDP|PPP per capita,Annual Average Growth [%],,,2.476,2.908,3.42,2.859,2.372,2.074,1.917,1.91,1.86,1.748,1.576,1.855,2.056,2.168,2.138,2.088,2.006,1.94
IIASA GDP,SSP2_v9_130219,BLZ,GDP|PPP per capita,Annual Average Growth [%],,,1.79,1.796,2.331,2.03,1.833,1.709,1.687,1.681,1.722,1.774,1.82,1.821,1.748,1.645,1.529,1.916,2.187,2.286
IIASA GDP,SSP3_v9_130219,BLZ,GDP|PPP per capita,Annual Average Growth [%],,,1.392,1.024,1.415,1.207,1.1,0.952,0.813,0.664,0.651,0.7,0.775,0.831,0.845,0.834,0.805,0.797,0.799,0.821
IIASA GDP,SSP4_v9_130219,BLZ,GDP|PPP per capita,Annual Average Growth [%],,,1.322,0.946,1.31,1.06,0.918,0.798,0.734,0.691,0.775,0.925,1.059,1.106,1.075,1.024,0.979,0.969,0.97,0.982
IIASA GDP,SSP5_v9_130219,BLZ,GDP|PPP per capita,Annual Average Growth [%],,,2.521,3.08,3.715,3.192,2.716,2.44,2.291,2.308,2.269,2.202,2.134,2.657,3.03,3.149,3.009,2.828,2.637,2.515
OECD Env-Growth,SSP1_v9_130325,BLZ,GDP|PPP per capita,Annual Average Growth [%],3.032,0.34,0.415,1.544,3.118,3.884,4.107,4.006,3.792,3.481,3.193,2.927,2.736,2.442,2.172,2.125,1.959,1.917,1.918,1.841
OECD Env-Growth,SSP2_v9_130325,BLZ,GDP|PPP per capita,Annual Average Growth [%],3.032,0.34,0.38,1.221,2.189,2.603,2.634,2.687,2.783,2.696,2.718,2.699,2.71,2.616,2.596,2.489,2.424,2.331,2.248,2.13
OECD Env-Growth,SSP3_v9_130325,BLZ,GDP|PPP per capita,Annual Average Growth [%],3.032,0.34,0.411,0.882,1.371,1.404,1.358,1.386,1.332,1.314,1.316,1.299,1.302,1.364,1.362,1.305,1.23,1.209,1.187,1.152
OECD Env-Growth,SSP4_v9_130325,BLZ,GDP|PPP per capita,Annual Average Growth [%],3.032,0.34,0.368,0.726,0.982,1.199,1,0.985,0.966,0.942,0.967,0.983,1.079,1.133,1.097,1.079,1.057,1.033,1.035,1.046
OECD Env-Growth,SSP5_v9_130325,BLZ,GDP|PPP per capita,Annual Average Growth [%],3.032,0.34,0.371,1.619,3.519,4.743,5.066,4.843,4.496,4.106,3.787,3.497,3.316,2.981,2.759,2.687,2.59,2.511,2.495,2.459
IIASA GDP,SSP1_v9_130219,BOL,GDP|PPP per capita,Annual Average Growth [%],,,2.552,2.465,2.709,3.241,3.744,3.989,3.887,3.5,2.998,2.525,2.121,1.856,1.69,1.574,1.475,1.383,1.291,1.328
IIASA GDP,SSP2_v9_130219,BOL,GDP|PPP per capita,Annual Average Growth [%],,,2.311,1.668,1.697,2.237,2.701,2.889,3.032,3.009,2.889,2.661,2.412,2.185,2,1.832,1.673,1.522,1.393,1.292
IIASA GDP,SSP3_v9_130219,BOL,GDP|PPP per capita,Annual Average Growth [%],,,1.941,0.653,0.312,0.706,1.198,1.363,1.322,1.072,0.905,0.821,0.805,0.827,0.862,0.848,0.821,0.794,0.796,0.812
IIASA GDP,SSP4_v9_130219,BOL,GDP|PPP per capita,Annual Average Growth [%],,,1.868,0.658,0.405,0.895,1.493,1.799,1.898,1.766,1.682,1.651,1.638,1.636,1.63,1.572,1.505,1.442,1.406,1.379
IIASA GDP,SSP5_v9_130219,BOL,GDP|PPP per capita,Annual Average Growth [%],,,2.596,2.667,3.113,3.797,4.444,4.763,4.658,4.211,3.641,3.107,2.636,2.322,2.117,2.183,2.413,2.665,2.821,2.87
OECD Env-Growth,SSP1_v9_130325,BOL,GDP|PPP per capita,Annual Average Growth [%],1.123,2.89,3.386,3.726,4.706,5.26,5.309,5.054,4.706,4.306,3.939,3.586,3.24,2.908,2.631,2.452,2.277,2.109,1.965,1.819
OECD Env-Growth,SSP2_v9_130325,BOL,GDP|PPP per capita,Annual Average Growth [%],1.123,2.89,3.386,3.595,4.016,3.919,3.711,3.659,3.604,3.5,3.402,3.271,3.137,2.988,2.857,2.735,2.589,2.436,2.297,2.174
OECD Env-Growth,SSP3_v9_130325,BOL,GDP|PPP per capita,Annual Average Growth [%],1.123,2.89,3.387,3.393,2.979,2.395,1.899,1.781,1.706,1.625,1.625,1.661,1.683,1.698,1.7,1.642,1.554,1.469,1.406,1.355
OECD Env-Growth,SSP4_v9_130325,BOL,GDP|PPP per capita,Annual Average Growth [%],1.123,2.89,3.387,3.479,3.283,3.15,2.983,2.98,2.971,2.933,2.937,2.937,2.891,2.845,2.782,2.661,2.524,2.39,2.281,2.19
OECD Env-Growth,SSP5_v9_130325,BOL,GDP|PPP per capita,Annual Average Growth [%],1.123,2.89,3.387,3.77,5.185,6.19,6.368,5.933,5.463,4.976,4.566,4.194,3.829,3.474,3.187,3.022,2.863,2.713,2.585,2.455
IIASA GDP,SSP1_v9_130219,BRA,GDP|PPP per capita,Annual Average Growth [%],,,2.561,2.937,2.526,2.273,2.504,2.717,2.731,2.544,2.242,1.888,1.697,1.654,1.683,1.694,1.671,1.653,1.612,1.567
IIASA GDP,SSP2_v9_130219,BRA,GDP|PPP per capita,Annual Average Growth [%],,,2.451,2.618,2.11,1.873,1.796,1.822,2.26,2.533,2.515,2.212,1.878,1.655,1.58,1.569,1.564,1.537,1.507,1.472
IIASA GDP,SSP3_v9_130219,BRA,GDP|PPP per capita,Annual Average Growth [%],,,2.366,2.341,1.642,1.306,1.251,1.337,1.418,1.522,1.528,1.443,1.261,1.095,1.037,0.986,0.931,0.887,0.876,0.909
IIASA GDP,SSP4_v9_130219,BRA,GDP|PPP per capita,Annual Average Growth [%],,,2.373,2.308,1.519,1.119,1.004,1.111,1.235,1.414,1.445,1.367,1.166,0.974,0.903,0.879,0.849,0.809,0.806,0.811
IIASA GDP,SSP5_v9_130219,BRA,GDP|PPP per capita,Annual Average Growth [%],,,2.589,3.083,2.825,2.702,3.017,3.263,3.269,3.047,2.75,2.596,2.533,2.52,2.489,2.429,2.341,2.27,2.185,2.102
OECD Env-Growth,SSP1_v9_130325,BRA,GDP|PPP per capita,Annual Average Growth [%],1.474,3.472,2.443,3.352,3.243,3.285,3.336,3.191,2.924,2.631,2.431,2.258,2.036,1.854,1.77,1.678,1.596,1.571,1.556,1.522
OECD Env-Growth,SSP2_v9_130325,BRA,GDP|PPP per capita,Annual Average Growth [%],1.474,3.472,2.443,3.241,2.641,2.179,1.9,1.84,1.764,1.693,1.713,1.712,1.661,1.644,1.682,1.652,1.622,1.6,1.589,1.575
OECD Env-Growth,SSP3_v9_130325,BRA,GDP|PPP per capita,Annual Average Growth [%],1.474,3.472,2.443,3.132,2.1,1.257,0.692,0.507,0.327,0.178,0.175,0.188,0.155,0.146,0.17,0.097,0.012,-0.048,-0.091,-0.123
OECD Env-Growth,SSP4_v9_130325,BRA,GDP|PPP per capita,Annual Average Growth [%],1.474,3.472,2.443,3.223,2.607,2.29,2.047,1.973,1.868,1.78,1.804,1.832,1.768,1.729,1.766,1.758,1.743,1.751,1.779,1.79
OECD Env-Growth,SSP5_v9_130325,BRA,GDP|PPP per capita,Annual Average Growth [%],1.474,3.472,2.443,3.407,3.682,4.092,4.28,4.008,3.649,3.291,3.055,2.864,2.63,2.438,2.354,2.269,2.199,2.185,2.182,2.16
IIASA GDP,SSP1_v9_130219,BRB,GDP|PPP per capita,Annual Average Growth [%],,,-2.256,-1.806,-1.022,0.488,1.556,2.087,2.208,2.078,1.869,1.687,1.643,1.665,1.708,1.751,1.745,1.683,1.624,1.554
IIASA GDP,SSP2_v9_130219,BRB,GDP|PPP per capita,Annual Average Growth [%],,,-2.297,-1.905,-1.262,0.013,0.963,1.656,1.969,1.971,1.833,1.667,1.551,1.528,1.556,1.596,1.606,1.573,1.51,1.441
IIASA GDP,SSP3_v9_130219,BRB,GDP|PPP per capita,Annual Average Growth [%],,,-2.306,-2.069,-1.692,-0.522,0.447,0.998,1.055,0.897,0.66,0.554,0.6,0.789,0.88,0.884,0.818,0.771,0.769,0.822
IIASA GDP,SSP4_v9_130219,BRB,GDP|PPP per capita,Annual Average Growth [%],,,-2.305,-2.15,-1.843,-0.711,0.231,0.812,0.926,0.829,0.611,0.503,0.516,0.667,0.736,0.777,0.767,0.747,0.731,0.713
IIASA GDP,SSP5_v9_130219,BRB,GDP|PPP per capita,Annual Average Growth [%],,,-2.232,-1.67,-0.737,0.907,2.056,2.615,2.725,2.56,2.43,2.414,2.466,2.486,2.47,2.449,2.387,2.278,2.179,2.077
OECD Env-Growth,SSP1_v9_130325,BRB,GDP|PPP per capita,Annual Average Growth [%],-0.231,-0.378,0.879,1.948,1.796,2.273,2.331,2.285,2.239,2.01,1.859,1.596,1.531,1.48,1.308,1.323,1.346,1.424,1.409,1.525
OECD Env-Growth,SSP2_v9_130325,BRB,GDP|PPP per capita,Annual Average Growth [%],-0.231,-0.378,0.907,1.802,1.644,1.536,1.55,1.613,1.649,1.598,1.654,1.483,1.531,1.566,1.576,1.454,1.483,1.454,1.441,1.327
OECD Env-Growth,SSP3_v9_130325,BRB,GDP|PPP per capita,Annual Average Growth [%],-0.231,-0.378,0.919,1.747,1.229,0.966,0.765,0.656,0.719,0.579,0.584,0.441,0.498,0.567,0.679,0.561,0.583,0.454,0.511,0.509
OECD Env-Growth,SSP4_v9_130325,BRB,GDP|PPP per capita,Annual Average Growth [%],-0.231,-0.378,0.924,1.881,1.841,2.048,2.165,2.003,1.84,1.71,1.5,1.487,1.306,1.409,1.409,1.319,1.304,1.329,1.268,1.333
OECD Env-Growth,SSP5_v9_130325,BRB,GDP|PPP per capita,Annual Average Growth [%],-0.231,-0.378,0.879,2.006,2.164,2.897,3.162,3.042,2.86,2.667,2.416,2.223,2.058,2.076,1.996,1.91,1.932,2.007,1.989,1.962
IIASA GDP,SSP1_v9_130219,BRN,GDP|PPP per capita,Annual Average Growth [%],,,-3.397,-5.215,-4.407,-2.442,-0.645,0.643,1.412,2.308,2.717,2.602,2.21,1.929,1.793,1.709,1.627,1.596,1.578,1.555
IIASA GDP,SSP2_v9_130219,BRN,GDP|PPP per capita,Annual Average Growth [%],,,-3.51,-5.359,-4.593,-2.653,-0.852,0.454,1.243,1.558,2.103,2.318,2.24,1.909,1.687,1.564,1.512,1.476,1.453,1.432
IIASA GDP,SSP3_v9_130219,BRN,GDP|PPP per capita,Annual Average Growth [%],,,-3.491,-5.498,-5.002,-3.266,-1.55,-0.243,0.607,1.077,1.376,1.504,1.451,1.242,1.005,0.836,0.752,0.734,0.736,0.754
IIASA GDP,SSP4_v9_130219,BRN,GDP|PPP per capita,Annual Average Growth [%],,,-3.454,-5.563,-5.168,-3.44,-1.737,-0.396,0.497,0.999,1.279,1.389,1.315,1.095,0.845,0.685,0.601,0.585,0.604,0.616
IIASA GDP,SSP5_v9_130219,BRN,GDP|PPP per capita,Annual Average Growth [%],,,-3.382,-5.096,-4.125,-1.972,-0.092,1.209,1.969,2.783,3.099,3.117,2.952,2.788,2.639,2.487,2.334,2.232,2.145,2.064
OECD Env-Growth,SSP1_v9_130325,BRN,GDP|PPP per capita,Annual Average Growth [%],-0.037,-1.227,1.241,1.972,1.859,1.85,1.797,1.512,1.326,1.144,1.094,1.008,0.931,0.787,0.708,0.729,0.748,0.798,0.856,0.865
OECD Env-Growth,SSP2_v9_130325,BRN,GDP|PPP per capita,Annual Average Growth [%],-0.037,-1.227,1.252,1.876,1.48,1.363,1.291,1.275,1.193,1.17,1.201,1.223,1.198,1.131,1.072,1.021,0.943,0.855,0.853,0.786
OECD Env-Growth,SSP3_v9_130325,BRN,GDP|PPP per capita,Annual Average Growth [%],-0.037,-1.227,1.266,1.742,1.098,0.647,0.488,0.377,0.328,0.389,0.406,0.493,0.52,0.46,0.416,0.366,0.321,0.286,0.245,0.215
